+------+-------------+----------------+----------------+----------------+---------------+---------------+---------------+----------------+----------------+----------------+---------------+---------------+---------------+--------------+--------------+
|  id  | paciente_id | aceleracion_x1 | aceleracion_y1 | aceleracion_z1 | giroscopio_x1 | giroscopio_y1 | giroscopio_z1 | aceleracion_x2 | aceleracion_y2 | aceleracion_z2 | giroscopio_x2 | giroscopio_y2 | giroscopio_z2 | temperatura1 | temperatura2 |
| 1095 |      1      |   -0.3482897   |   -0.2776774   |   -0.5035529   |  -0.6030535   |   -3.015267   |   -1.091603   |   -0.3019546   |   -0.3013738   |   -0.4732272   |   -3.465649   |   0.4961832   |   0.1908397   |    209.33    |   213.3771   |
| 1094 |      1      |   -0.3484176   |   -0.2780346   |   -0.5065178   |  -0.6870229   |   -2.916031   |   -1.053435   |   -0.3055036   |   -0.302315    |   -0.4723313   |   -3.343511   |   0.740458    |   0.2824428   |    209.33    |   213.2829   |
| 1093 |      1      |   -0.3482555   |   -0.2758057   |   -0.507793    |   -1.389313   |   -2.839695   |   -0.778626   |   -0.3074896   |   -0.3049518   |   -0.4721451   |   -3.503817   |   0.2748091   |   0.3206107   |   209.1888   |   213.2829   |
| 1092 |      1      |   -0.3469882   |   -0.2766616   |   -0.5028115   |  -0.4198473   |   -3.099237   |   -1.10687    |   -0.3016773   |   -0.3030842   |   -0.4728267   |   -3.473282   |   0.2900764   |   0.3053435   |   209.2359   |   213.2829   |
| 1091 |      1      |   -0.3496948   |   -0.2804179   |   -0.5074657   |  -0.5801527   |   -2.923664   |   -1.152672   |   -0.3052721   |   -0.3033993   |   -0.4722651   |   -3.229008   |   0.961832    |   0.1450382   |    209.33    |    213.33    |
| 1090 |      1      |   -0.3528821   |   -0.2824142   |   -0.5118248   |  -0.8778625   |   -2.89313    |   -1.076336   |   -0.3104322   |   -0.3065058   |   -0.4755218   |   -3.374046   |   0.389313    |   0.3740458   |    209.33    |   213.2829   |
| 1089 |      1      |   -0.3490216   |   -0.2781457   |   -0.5083137   |   -0.648855   |   -3.145038   |   -1.076336   |   -0.3077377   |   -0.3057924   |   -0.4771777   |   -3.625954   |   0.3358779   |   0.2671756   |   209.2829   |   213.2359   |
| 1088 |      1      |   -0.3515927   |   -0.2816051   |   -0.5089258   |  -0.8854962   |   -2.969466   |  -0.9770992   |   -0.3054142   |   -0.3033712   |   -0.4736957   |   -3.374046   |   0.2366412   |   0.2748091   |   209.2359   |    213.33    |
| 1087 |      1      |   -0.3485409   |   -0.2769374   |   -0.5067063   |   -1.366412   |   -2.908397   |  -0.7022901   |   -0.3046519   |   -0.3045296   |   -0.4765858   |   -3.274809   |  0.09923664   |   0.4122138   |    209.33    |   213.3771   |
| 1086 |      1      |   -0.3484194   |   -0.2767828   |   -0.5057361   |  -0.8396947   |   -2.992366   |  -0.9541985   |   -0.304999    |   -0.304651    |   -0.4725851   |   -3.221374   |   0.7480916   |   0.2519084   |    209.33    |   213.3771   |
| 1085 |      1      |   -0.3486665   |   -0.2776886   |   -0.5065291   |  -0.3816794   |   -2.938931   |   -1.221374   |   -0.3053139   |   -0.3039575   |   -0.4728704   |   -3.198473   |   0.4045802   |   0.3587786   |   209.2359   |    213.33    |
| 1084 |      1      |   -0.351336    |   -0.2789114   |   -0.5057726   |  -0.8854962   |   -3.030534   |  -0.9236641   |   -0.306081    |   -0.3044514   |   -0.4740223   |   -3.206107   |   0.4503817   |   0.351145    |   209.2829   |   213.2829   |
| 1083 |      1      |   -0.3499914   |   -0.277996    |   -0.5055662   |  -0.5496183   |   -3.099237   |   -1.137405   |   -0.3061942   |   -0.3052595   |   -0.4756015   |   -3.450382   |   0.5725191   |   0.3129771   |    209.33    |   213.2829   |
| 1082 |      1      |   -0.3507168   |   -0.2809659   |   -0.5068104   |  -0.4427481   |   -2.977099   |  -0.9465649   |   -0.3041342   |   -0.3040198   |   -0.4767414   |   -3.396947   |   0.519084    |   0.3282443   |    209.33    |    213.33    |
| 1081 |      1      |   -0.3491937   |   -0.2782053   |   -0.5078296   |  -0.3206107   |   -3.045802   |  -0.9770992   |   -0.3060652   |   -0.3047696   |   -0.4758376   |   -3.267176   |   0.4122138   |   0.3435115   |   209.2829   |   213.2829   |
| 1080 |      1      |   -0.3491422   |   -0.2794868   |   -0.5073138   |  -0.5343512   |   -3.015267   |   -1.045802   |   -0.3060846   |   -0.3037944   |   -0.4742024   |   -3.343511   |   0.6030535   |   0.2671756   |   209.2829   |   213.4241   |
